metaobject_id,handle,display_name,referencing_products,live_referencing_products,populated_field_count,true_duplicate_group,identical_content_group,disposition,reason,risk,needs_tim_approval
135863927100,french-fitness-tahoe-selectorized-standing-calf-raise-new,French Fitness Tahoe Selectorized Standing Calf Raise (New),1,1,10,,,KEEP,"Live, single-product record, 10 fields populated. Healthy.",n/a - no change proposed.,NO
135487586620,french-fitness-tahoe-shoulder-overhead-press-plate-loaded-new,French Fitness Tahoe Shoulder-Overhead Press Plate Loaded (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135668236604,french-fitness-tahoe-shoulder-press-new,French Fitness Tahoe Shoulder Press (New),1,1,10,,,KEEP,"Live, single-product record, 10 fields populated. Healthy.",n/a - no change proposed.,NO
135668695356,french-fitness-tahoe-tricep-arm-extension-new,French Fitness Tahoe Tricep Arm Extension (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
135489159484,french-fitness-tahoe-v-2-seated-tricep-dip-press-plate-loaded-new,French Fitness Tahoe V2 Seated Tricep Dip / Press Plate Loaded (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
174949695804,french-fitness-tahoe-v2-lat-pulldown-low-row-new,French Fitness Tahoe V2 Lat Pulldown / Low Row (New),1,0,10,,,ARCHIVE CANDIDATE,Referenced only by non-live products (statuses: ARCHIVED). No customer-facing surface.,Medium - archiving/reactivating the product later would need the record back.,YES
135613382972,french-fitness-tbe-200-total-body-ergometer-new,French Fitness TBE200 Total Body Ergometer (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135885062460,french-fitness-tbh-10-31-t-bar-row-handle-new,"French Fitness TBH10 31"" T-Bar Row Handle (New)",1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
135885947196,french-fitness-tbh-40-t-bar-row-multi-grip-handle-new,French Fitness TBH40 T-Bar Row Multi Grip Handle (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135886471484,french-fitness-tbl-10-360-degree-t-bar-row-landmine-new,French Fitness TBL10 360 Degree T-Bar Row Landmine (New),1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
135886930236,french-fitness-tbr-40-plate-loaded-t-bar-row-new,French Fitness TBR40 Plate Loaded T-Bar Row (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
135887388988,french-fitness-tbr-80-plate-loaded-t-bar-row-new,French Fitness TBR80 Plate Loaded T-Bar Row (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
206306345276,french-fitness-telluride-dual-cable-crossover-new,French Fitness Telluride Dual Cable Crossover (New),1,1,9,,,KEEP,"Live, single-product record, 9 fields populated. Healthy.",n/a - no change proposed.,NO
157716054332,french-fitness-telluride-glute-machine-new,French Fitness Telluride Glute Machine (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
156547219772,french-fitness-telluride-hip-thrust-glute-machine-new,French Fitness Telluride Hip Thrust Glute Machine (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
157698195772,french-fitness-telluride-pectoral-pec-fly-new,French Fitness Telluride Pectoral Pec Fly (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
156995060028,french-fitness-telluride-prone-leg-curl-new,French Fitness Telluride Prone Leg Curl (New),1,1,9,,,KEEP,"Live, single-product record, 9 fields populated. Healthy.",n/a - no change proposed.,NO
156993651004,french-fitness-telluride-seated-leg-curl-new,French Fitness Telluride Seated Leg Curl (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
194249425212,french-fitness-telluride-seated-leg-extension-new,French Fitness Telluride Seated Leg Extension (New),1,1,9,,,KEEP,"Live, single-product record, 9 fields populated. Healthy.",n/a - no change proposed.,NO
153577554236,french-fitness-telluride-selectorized-abdominal-crunch-new,French Fitness Telluride Selectorized Abdominal Crunch (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
157675422012,french-fitness-telluride-torso-rotation-new,French Fitness Telluride Torso Rotation (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
157649142076,french-fitness-telluride-triceps-press-seated-dip-new,French Fitness Telluride Triceps Press Seated Dip (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
209765073212,french-fitness-tfm-100-tire-flip-machine-new,French Fitness TFM100 Tire Flip Machine (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
135871725884,french-fitness-thigh-ankle-strap-tas-15-new,French Fitness Thigh / Ankle Strap TAS15 (New),1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
135776731452,french-fitness-toning-resistance-tube-bands-set-of-3-new,French Fitness Toning Resistance Tube Bands - Set of 3 (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
176769597756,french-fitness-toning-resistance-tube-bands-w-handles-black-30-lbs-new,French Fitness Toning Resistance Tube Bands w/Handles - Black (30 lbs) (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
176769171772,french-fitness-toning-resistance-tube-bands-w-handles-blue-25-lbs-new,French Fitness Toning Resistance Tube Bands w/Handles - Blue (25 lbs) (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
174658060604,french-fitness-toning-resistance-tube-bands-w-handles-green-20-lbs-new,French Fitness Toning Resistance Tube Bands w/Handles - Green (20 lbs) (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
174654193980,french-fitness-toning-resistance-tube-bands-w-handles-red-15-lbs-new,French Fitness Toning Resistance Tube Bands w/Handles - Red (15 lbs) (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
174610972988,french-fitness-toning-resistance-tube-bands-w-handles-yellow-10-lbs-new,French Fitness Toning Resistance Tube Bands w/Handles - Yellow (10 lbs) (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135844004156,french-fitness-training-battle-rope-1-5-in-x-30-ft-new,French Fitness Training Battle Rope 1.5 in x 30 ft (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135844233532,french-fitness-training-battle-rope-1-5-in-x-40-ft-new,French Fitness Training Battle Rope 1.5 in x 40 ft (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135844495676,french-fitness-training-battle-rope-1-5-in-x-50-ft-new,French Fitness Training Battle Rope 1.5 in x 50 ft (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135844823356,french-fitness-training-battle-rope-2-in-x-30-ft-new,French Fitness Training Battle Rope 2 in x 30 ft (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135845216572,french-fitness-training-battle-rope-2-in-x-40-ft-new,French Fitness Training Battle Rope 2 in x 40 ft (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135845871932,french-fitness-training-battle-rope-2-in-x-50-ft-new,French Fitness Training Battle Rope 2 in x 50 ft (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
135520190780,french-fitness-tri-fold-folding-exercise-mat-new,French Fitness Tri-Fold Folding Exercise Mat (New),1,1,3,,,KEEP,"Live, single-product record, 3 fields populated. Healthy.",n/a - no change proposed.,NO
135781417276,french-fitness-ub-100-light-commercial-upright-bike-new,French Fitness UB100 Light Commercial Upright Bike (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
202226860348,french-fitness-ub-300-upright-bike-w-led-console-plug-in-new,"French Fitness UB300 Upright Bike w/LED Console, Plug In (New)",1,1,10,,,KEEP,"Live, single-product record, 10 fields populated. Healthy.",n/a - no change proposed.,NO
202240852284,french-fitness-ub-310-upright-bike-w-led-console-cordless-new,"French Fitness UB310 Upright Bike w/ LED Console, Cordless (New)",1,1,11,,,KEEP,"Live, single-product record, 11 fields populated. Healthy.",n/a - no change proposed.,NO
227393765692,french-fitness-ub-320-t-upright-bike-w-10-touch-console-new,"French Fitness UB320T Upright Bike w/10"" Touch Console (New)",1,1,10,,,KEEP,"Live, single-product record, 10 fields populated. Healthy.",n/a - no change proposed.,NO
141416300860,french-fitness-ub-400-commercial-upright-bike-w-led-console-new,French Fitness UB400 Commercial Upright Bike w/LED Console (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
155478360380,french-fitness-ub-420-t-commercial-upright-bike-w-10-touch-console-new,"French Fitness UB420T Commercial Upright Bike w/10"" Touch Console (New)",1,1,8,,,KEEP,"Live, single-product record, 8 fields populated. Healthy.",n/a - no change proposed.,NO
135780925756,french-fitness-ub-500-commercial-upright-bike-new,French Fitness UB500 Commercial Upright Bike (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
233469116732,french-fitness-ub-600-upright-bike-w-led-console-new,French Fitness UB600 Upright Bike w/LED Console (New),1,1,7,,,KEEP,"Live, single-product record, 7 fields populated. Healthy.",n/a - no change proposed.,NO
234065887548,french-fitness-ub-620-t-upright-bike-w-15-touch-console-new,"French Fitness UB620T Upright Bike w/15"" Touch Console (New)",1,1,7,,,KEEP,"Live, single-product record, 7 fields populated. Healthy.",n/a - no change proposed.,NO
136735228220,french-fitness-ub200-commercial-upright-bike-new-ff-ub200,French Fitness UB200 Commercial Upright Bike (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
135613710652,french-fitness-ube-100-upper-body-ergometer-arm-bike-new,French Fitness UBE100 Upper Body Ergometer Arm Bike (New),1,1,4,,,KEEP,"Live, single-product record, 4 fields populated. Healthy.",n/a - no change proposed.,NO
267035148604,french-fitness-urethane-8-sided-hex-dumbbell-10-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 10 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136500838716,french-fitness-urethane-8-sided-hex-dumbbell-10-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 10 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271112995132,french-fitness-urethane-8-sided-hex-dumbbell-100-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 100 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136503034172,french-fitness-urethane-8-sided-hex-dumbbell-100-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 100 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271116435772,french-fitness-urethane-8-sided-hex-dumbbell-105-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 105 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136503296316,french-fitness-urethane-8-sided-hex-dumbbell-105-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 105 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271226470716,french-fitness-urethane-8-sided-hex-dumbbell-110-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 110 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136699052348,french-fitness-urethane-8-sided-hex-dumbbell-110-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 110 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271233777980,french-fitness-urethane-8-sided-hex-dumbbell-115-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 115 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136702492988,french-fitness-urethane-8-sided-hex-dumbbell-115-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 115 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136702689596,french-fitness-urethane-8-sided-hex-dumbbell-12-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 12.5 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271771631932,french-fitness-urethane-8-sided-hex-dumbbell-120-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 120 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136703213884,french-fitness-urethane-8-sided-hex-dumbbell-120-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 120 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271776809276,french-fitness-urethane-8-sided-hex-dumbbell-125-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 125 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136703607100,french-fitness-urethane-8-sided-hex-dumbbell-125-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 125 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271782740284,french-fitness-urethane-8-sided-hex-dumbbell-130-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 130 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136703869244,french-fitness-urethane-8-sided-hex-dumbbell-130-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 130 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
271869149500,french-fitness-urethane-8-sided-hex-dumbbell-135-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 135 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136704295228,french-fitness-urethane-8-sided-hex-dumbbell-135-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 135 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
273575739708,french-fitness-urethane-8-sided-hex-dumbbell-140-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 140 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136704786748,french-fitness-urethane-8-sided-hex-dumbbell-140-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 140 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
273578492220,french-fitness-urethane-8-sided-hex-dumbbell-145-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 145 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136718418236,french-fitness-urethane-8-sided-hex-dumbbell-145-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 145 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
267321049404,french-fitness-urethane-8-sided-hex-dumbbell-15-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 15 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136502935868,french-fitness-urethane-8-sided-hex-dumbbell-15-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 15 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
273582227772,french-fitness-urethane-8-sided-hex-dumbbell-150-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 150 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136726217020,french-fitness-urethane-8-sided-hex-dumbbell-150-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 150 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136726741308,french-fitness-urethane-8-sided-hex-dumbbell-17-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 17.5 lbs - Single (New),1,1,5,,C032,KEEP,"Live, single-product record. Flagged: content is byte-identical to other records in C032 (shared boilerplate across distinct products) - content-quality backlog item, not a merge target.",n/a - no structural change proposed.,NO
267933221180,french-fitness-urethane-8-sided-hex-dumbbell-20-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 20 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136726937916,french-fitness-urethane-8-sided-hex-dumbbell-20-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 20 lbs - Single (New),1,1,5,,C032,KEEP,"Live, single-product record. Flagged: content is byte-identical to other records in C032 (shared boilerplate across distinct products) - content-quality backlog item, not a merge target.",n/a - no structural change proposed.,NO
136727298364,french-fitness-urethane-8-sided-hex-dumbbell-22-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 22.5 lbs - Single (New),1,1,5,,C033,KEEP,"Live, single-product record. Flagged: content is byte-identical to other records in C033 (shared boilerplate across distinct products) - content-quality backlog item, not a merge target.",n/a - no structural change proposed.,NO
268008030524,french-fitness-urethane-8-sided-hex-dumbbell-25-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 25 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136727593276,french-fitness-urethane-8-sided-hex-dumbbell-25-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 25 lbs - Single (New),1,1,5,,C033,KEEP,"Live, single-product record. Flagged: content is byte-identical to other records in C033 (shared boilerplate across distinct products) - content-quality backlog item, not a merge target.",n/a - no structural change proposed.,NO
136728117564,french-fitness-urethane-8-sided-hex-dumbbell-27-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 27.5 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
268011798844,french-fitness-urethane-8-sided-hex-dumbbell-30-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 30 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136729198908,french-fitness-urethane-8-sided-hex-dumbbell-30-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 30 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
268284461372,french-fitness-urethane-8-sided-hex-dumbbell-35-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 35 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136729952572,french-fitness-urethane-8-sided-hex-dumbbell-35-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 35 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
268510855484,french-fitness-urethane-8-sided-hex-dumbbell-40-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 40 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136730280252,french-fitness-urethane-8-sided-hex-dumbbell-40-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 40 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
268974293308,french-fitness-urethane-8-sided-hex-dumbbell-45-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 45 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136730575164,french-fitness-urethane-8-sided-hex-dumbbell-45-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 45 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
264090222908,french-fitness-urethane-8-sided-hex-dumbbell-5-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 5 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136502477116,french-fitness-urethane-8-sided-hex-dumbbell-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 5 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
268978946364,french-fitness-urethane-8-sided-hex-dumbbell-50-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 50 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136732639548,french-fitness-urethane-8-sided-hex-dumbbell-50-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 50 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
269104841020,french-fitness-urethane-8-sided-hex-dumbbell-55-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 55 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136732934460,french-fitness-urethane-8-sided-hex-dumbbell-55-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 55 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
269107200316,french-fitness-urethane-8-sided-hex-dumbbell-60-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 60 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136733327676,french-fitness-urethane-8-sided-hex-dumbbell-60-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 60 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
269110640956,french-fitness-urethane-8-sided-hex-dumbbell-65-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 65 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136733655356,french-fitness-urethane-8-sided-hex-dumbbell-65-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 65 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136734048572,french-fitness-urethane-8-sided-hex-dumbbell-7-5-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 7.5 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
269181387068,french-fitness-urethane-8-sided-hex-dumbbell-70-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 70 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136734441788,french-fitness-urethane-8-sided-hex-dumbbell-70-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 70 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
269219135804,french-fitness-urethane-8-sided-hex-dumbbell-75-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 75 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136734736700,french-fitness-urethane-8-sided-hex-dumbbell-75-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 75 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
269222707516,french-fitness-urethane-8-sided-hex-dumbbell-80-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 80 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136734802236,french-fitness-urethane-8-sided-hex-dumbbell-80-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 80 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
270360641852,french-fitness-urethane-8-sided-hex-dumbbell-85-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 85 lbs - Single - Blank / No Logo (New),1,1,6,,,KEEP,"Live, single-product record, 6 fields populated. Healthy.",n/a - no change proposed.,NO
136734966076,french-fitness-urethane-8-sided-hex-dumbbell-85-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 85 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
270398390588,french-fitness-urethane-8-sided-hex-dumbbell-90-lbs-single-blank-no-logo-new,French Fitness Urethane 8 Sided Hex Dumbbell 90 lbs - Single - Blank / No Logo (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
136735064380,french-fitness-urethane-8-sided-hex-dumbbell-90-lbs-single-new,French Fitness Urethane 8 Sided Hex Dumbbell 90 lbs - Single (New),1,1,5,,,KEEP,"Live, single-product record, 5 fields populated. Healthy.",n/a - no change proposed.,NO
